Name,Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2),Carbon Storage (kg)
Liriodendron tulipifera,8,2.4,5,19.6,57.3,238.4
Sophora japonica,5,1.5,3,7.1,9.199999999999999,51.4
Quercus robur,5,1.5,3,7.1,12.1,180.9
Acer pseudoplatanus,5,1.5,3,7.1,10.6,50.7
Liquidambar styraciflua,6,1.8,3,7.1,11.4,38.4
Betula pendula,6,1.8,2,3.1,7.4,75.90000000000001
Betula pendula,6,1.8,2,3.1,7,75.90000000000001
Betula pendula,6,1.8,2,3.1,6.6,75.90000000000001
Betula pendula,6,1.8,2,3.1,7,75.90000000000001
Betula pendula,6,1.8,2,3.1,7.4,75.90000000000001
Betula pendula,6,1.8,2,3.1,6.2,75.90000000000001
Betula pendula,6,1.8,2,3.1,7.4,75.90000000000001
Betula pendula,6,1.8,2,3.1,7,75.90000000000001
Betula pendula,6,1.8,2,3.1,6.2,75.90000000000001
Betula pendula,6,1.8,2,3.1,6.2,75.90000000000001
Betula pendula,6,1.8,2,3.1,7.4,75.90000000000001
Betula pendula,6,1.8,2,3.1,6.6,75.90000000000001
Betula pendula,6,1.8,2,3.1,7,75.90000000000001
Betula pendula,6,1.8,2,3.1,6.6,75.90000000000001
Betula pendula,6,1.8,2,3.1,5.7,75.90000000000001
Betula pendula,6,1.8,2,3.1,5.7,75.90000000000001
Betula pendula,6,1.8,2,3.1,5.7,75.90000000000001
Betula pendula,6,1.8,2,3.1,6.3,154.3
Celtis australis,6,1.8,6,28.3,62.2,74.8
Celtis australis,6,1.8,6,28.3,62.2,74.8
Celtis australis,6,1.8,6,28.3,55.2,42
Celtis australis,6,1.8,6,28.3,59.1,42
Celtis australis,6,1.8,6,28.3,55.2,42
Celtis australis,6,1.8,6,28.3,59.1,42
Celtis australis,6,1.8,6,28.3,59.1,42
Celtis australis,6,1.8,6,28.3,66.8,42
Celtis australis,6,1.8,6,28.3,62.9,42
Juglans nigra,5,1.5,6,28.3,59.6,202.3
Juglans nigra,5,1.5,6,28.3,55.7,202.3
Liriodendron tulipifera,5,1.5,3,7.1,12.7,59.3
Tilia x europaea,3,0.9,2,3.1,6.3,79
Fagus sylvatica,6,1.8,4,12.6,24.5,208.9
Populus nigra,16,4.8,4,12.6,49.1,1037.1
Fagus sylvatica,6,1.8,4,12.6,21.5,208.9
Fagus sylvatica,6,1.8,4,12.6,20,208.9
Fagus sylvatica,6,1.8,4,12.6,26,208.9
Fagus sylvatica,6,1.8,4,12.6,26,208.9
Fraxinus americana,6,1.8,4,12.6,24.2,170.6
Fagus sylvatica,6,1.8,4,12.6,20,208.9
Quercus robur,5,1.5,4,12.6,15.4,102.7
Prunus cerasifera,5,1.5,4,12.6,20.6,89
Carpinus betulus,5,1.5,4,12.6,25,91.40000000000001
Prunus cerasifera,5,1.5,4,12.6,20.6,89
Salix babylonica,6,1.8,10,78.5,283.9,4043.2
Carpinus betulus,5,1.5,4,12.6,26.7,91.40000000000001
Prunus cerasifera,5,1.5,4,12.6,15.8,89
Salix alba,8,2.4,6,28.3,64.8,342.3
Quercus robur,5,1.5,4,12.6,16.5,102.7
Prunus cerasifera,5,1.5,4,12.6,19.4,89
Juglans nigra,5,1.5,4,12.6,16.4,42.9
Celtis australis,5,1.5,4,12.6,18.6,23.9
Celtis australis,5,1.5,4,12.6,22.4,23.9
Celtis australis,5,1.5,4,12.6,22.4,23.9
Celtis australis,5,1.5,4,12.6,22.4,23.9
Celtis australis,5,1.5,4,12.6,22.4,23.9
Celtis australis,5,1.5,4,12.6,22.4,23.9
Celtis australis,5,1.5,4,12.6,17.3,23.9
Celtis australis,5,1.5,4,12.6,21.2,23.9
Carpinus betulus,4,1.2,3,7.1,12.7,91.40000000000001
Carpinus betulus,4,1.2,3,7.1,16.5,91.40000000000001
Carpinus betulus,4,1.2,3,7.1,13.7,91.40000000000001
Carpinus betulus,4,1.2,3,7.1,13.7,91.40000000000001
Carpinus betulus,4,1.2,3,7.1,12.7,91.40000000000001
Carpinus betulus,4,1.2,3,7.1,14.6,91.40000000000001
Carpinus betulus,4,1.2,3,7.1,12.7,91.40000000000001
Carpinus betulus,4,1.2,3,7.1,12.7,91.40000000000001
Carpinus betulus,4,1.2,3,7.1,16.5,91.40000000000001
Carpinus betulus,4,1.2,3,7.1,15.6,91.40000000000001
Carpinus betulus,4,1.2,3,7.1,14.6,91.40000000000001
Carpinus betulus,4,1.2,3,7.1,16.5,91.40000000000001
Carpinus betulus,4,1.2,3,7.1,16.5,91.40000000000001
Fagus sylvatica,3,0.9,1,0.8,2.2,24.8
Fagus sylvatica,3,0.9,1,0.8,2,24.8
Fagus sylvatica,3,0.9,1,0.8,2.2,24.8
Fagus sylvatica,5,1.5,5,19.6,39.5,295.2
Fagus sylvatica,5,1.5,5,19.6,32.3,295.2
Fagus sylvatica,5,1.5,5,19.6,34.7,295.2
Fagus sylvatica,5,1.5,5,19.6,37.1,295.2
Prunus,3,0.9,2,3.1,4.7,68
Prunus,3,0.9,2,3.1,5.4,68
Prunus,3,0.9,2,3.1,4.7,68
Pinus nigra,11,3.3,4,12.6,39.1,220.4
Pinus nigra,11,3.3,4,12.6,47.2,220.8
Pinus nigra,11,3.3,4,12.6,47.2,220.8
Pinus nigra,11,3.3,4,12.6,38.9,340.1
Pinus nigra,11,3.3,4,12.6,51.7,577.3
Pinus nigra,11,3.3,4,12.6,36.4,220.3
Pinus nigra,11,3.3,4,12.6,44.4,149.8
Pinus nigra,11,3.3,4,12.6,39.3,149.5
Pinus nigra,11,3.3,4,12.6,46.3,195.4
Pinus nigra,11,3.3,4,12.6,47.3,490.4
Pinus nigra,11,3.3,4,12.6,43.2,183.2
Pinus nigra,11,3.3,4,12.6,52,411.8
Pinus nigra,11,3.3,4,12.6,46.3,195.4
Pinus nigra,11,3.3,4,12.6,41,195.1
Pinus nigra,11,3.3,4,12.6,38.3,195
Pinus nigra,11,3.3,4,12.6,41.1,307.5
Pinus nigra,11,3.3,4,12.6,49.7,307.9
Pinus nigra,11,3.3,4,12.6,35.5,119.7
Picea abies,11,3.3,4,12.6,35.5,190.8
Picea abies,11,3.3,4,12.6,33.2,190.6
Picea abies,11,3.3,4,12.6,30.9,190.4
Picea abies,11,3.3,4,12.6,30.9,190.4
Picea abies,11,3.3,4,12.6,33.2,190.6
Pinus nigra,11,3.3,4,12.6,41.4,207.6
Pinus nigra,11,3.3,4,12.6,41.4,207.6
Cedrus deodara,10,3,5,19.6,40.8,454.3
Cedrus deodara,15,4.5,5,19.6,54.2,343.7
Quercus robur,10,3,11,95,300.9,523.8
Abies alba,16,4.8,8,50.3,220.4,472.5
Picea abies,16,4.8,8,50.3,224,886.6
Picea abies,16,4.8,8,50.3,181.8,383.8
Fagus,6,1.8,2,3.1,7.7,167.8
Celtis australis,4,1.2,5,19.6,39.4,44.9
Celtis australis,4,1.2,5,19.6,43.8,74.8
Celtis australis,4,1.2,5,19.6,36.2,74.8
Celtis australis,4,1.2,5,19.6,38.6,102.2
Celtis australis,4,1.2,5,19.6,41.3,102.2
Celtis australis,4,1.2,5,19.6,46.7,102.2
Celtis australis,4,1.2,5,19.6,46.7,102.2
Cercis siliquastrum,5,1.5,5,19.6,30.4,104.7
Cercis siliquastrum,5,1.5,5,19.6,22.5,54.7
Cercis siliquastrum,5,1.5,5,19.6,24.2,54.7
Cercis siliquastrum,5,1.5,5,19.6,29.3,54.7
Cercis siliquastrum,5,1.5,5,19.6,33.5,137.3
Malus floribunda,4,1.2,3,7.1,8.800000000000001,80.3
Malus floribunda,4,1.2,3,7.1,10,80.3
Malus floribunda,4,1.2,3,7.1,10.6,80.3
Malus floribunda,4,1.2,3,7.1,10.6,80.3
Malus floribunda,4,1.2,3,7.1,10.6,80.3
Malus floribunda,4,1.2,3,7.1,8.199999999999999,80.3
Fagus,4,1.2,3,7.1,11.9,167.8
Picea glauca,3,0.9,2,3.1,7.2,107.9
Platanus x hispanica,3,0.9,2,3.1,6.2,45.3
Catalpa bignonioides,6,1.8,5,19.6,40.7,189.7
Tilia x europaea,5,1.5,5,19.6,47.6,371.7
Tilia x europaea,5,1.5,5,19.6,38.9,371.7
Celtis australis,5,1.5,5,19.6,43.5,74.8
Tilia x europaea,5,1.5,5,19.6,43.7,142.9
Celtis australis,5,1.5,5,19.6,35.3,51
Catalpa bignonioides,6,1.8,5,19.6,43.5,189.7
Quercus petraea,5,1.5,5,19.6,34.4,263.1
Celtis australis,5,1.5,2,3.1,5.8,19.6
Acer platanoides,5,1.5,5,19.6,50.1,224.1
Sophora japonica,6,1.8,7,38.5,76.7,233.9
Liriodendron tulipifera,5,1.5,3,7.1,13.8,67.59999999999999
Quercus robur,4,1.2,1,0.8,3,102.7
Quercus robur,4,1.2,1,0.8,3,102.7
Quercus robur,4,1.2,1,0.8,3,102.7
Betula pendula,5,1.5,4,12.6,24,188
Betula pendula,5,1.5,3,7.1,10,17.8
Ostrya carpinifolia,5,1.5,3,7.1,16.2,209.2
Quercus robur,5,1.5,3,7.1,12.3,196.1
Cedrus deodara,9,2.7,10,78.5,264,669.3
Cupressus sempervirens,5,1.5,1,0.8,4.1,103.2
Quercus robur,5,1.5,3,7.1,10.9,102.7
Quercus robur,5,1.5,3,7.1,9,102.7
Quercus robur,5,1.5,3,7.1,10.9,102.7
Quercus robur,5,1.5,3,7.1,10.9,102.7
Quercus robur,5,1.5,3,7.1,10.9,102.7
Quercus robur,5,1.5,3,7.1,10.3,102.7
Quercus robur,5,1.5,3,7.1,10.9,102.7
Quercus robur,5,1.5,3,7.1,9.699999999999999,102.7
Tilia cordata,5,1.5,3,7.1,14,60
Tilia cordata,5,1.5,3,7.1,15.8,60
Fagus sylvatica,5,1.5,3,7.1,11.5,272
Fagus sylvatica,5,1.5,3,7.1,14.1,272
Fagus sylvatica,5,1.5,3,7.1,11.5,272
Celtis australis,5,1.5,3,7.1,14.2,86.09999999999999
Celtis australis,5,1.5,3,7.1,15.2,86.09999999999999
Celtis australis,5,1.5,3,7.1,13.2,86.09999999999999
Aesculus hippocastanum,5,1.5,3,7.1,17.6,427.1
Prunus cerasifera,5,1.5,3,7.1,14.6,784.4
Prunus cerasifera,5,1.5,3,7.1,15.6,784.4
Picea abies,5,1.5,3,7.1,16,160.9
Picea abies,5,1.5,3,7.1,16,160.9
Prunus cerasifera,5,1.5,3,7.1,15.6,784.4
Pinus nigra,7,2.1,5,19.6,62.2,277.9
Pinus nigra,7,2.1,5,19.6,47.9,277.2
Pinus nigra,7,2.1,5,19.6,58.6,277.7
Prunus cerasifera,5,1.5,3,7.1,16.5,784.4
Prunus cerasifera,5,1.5,3,7.1,16.5,784.4
Prunus cerasifera,5,1.5,3,7.1,16.5,784.4
Prunus cerasifera,5,1.5,3,7.1,16.5,784.4
Prunus cerasifera,5,1.5,3,7.1,16.5,784.4
Acer palmatum,10,3,4,12.6,28.5,199.3
Acer palmatum,10,3,4,12.6,31.9,169.5
Acer palmatum,10,3,4,12.6,33.4,106.5
Acer palmatum,10,3,4,12.6,33.4,106.5
Acer palmatum,10,3,4,12.6,33.4,106.5
Acer palmatum,10,3,4,12.6,33.4,106.5
Acer palmatum,10,3,4,12.6,33.4,106.5
Acer palmatum,10,3,4,12.6,25.7,106.5
Acer palmatum,10,3,4,12.6,33.4,106.5
Acer palmatum,10,3,4,12.6,25.7,106.5
Acer palmatum,10,3,4,12.6,27.7,106.5
Acer palmatum,10,3,4,12.6,33.4,106.5
Cedrus deodara,17,5.1,9,63.6,222.3,866.6
Liriodendron tulipifera,6,1.8,3,7.1,12.7,96.3
Liriodendron tulipifera,6,1.8,3,7.1,12.7,96.3
Tilia x europaea,6,1.8,3,7.1,15.2,108.2
Tilia x europaea,6,1.8,3,7.1,16.2,108.2
Liriodendron tulipifera,6,1.8,3,7.1,14.6,96.3
Fagus,6,1.8,3,7.1,11.3,267.5
Maclura pomifera,3,0.9,2,3.1,5,48.4
Maclura pomifera,3,0.9,2,3.1,6,48.4
Cornus mas,4,1.2,3,7.1,6.9,70.5
Quercus robur,4,1.2,3,7.1,9.4,63
Parrotia persica,3,0.9,1,0.8,2.6,20.2
Parrotia persica,3,0.9,1,0.8,2.6,20.2
Parrotia persica,3,0.9,1,0.8,2.3,20.2
Parrotia persica,3,0.9,1,0.8,2.3,20.2
Parrotia persica,3,0.9,1,0.8,2.6,20.2
Prunus avium,4,1.2,3,7.1,10,260.9
Prunus avium,4,1.2,3,7.1,12.1,260.9
Prunus avium,4,1.2,3,7.1,12.1,260.9
Prunus avium,4,1.2,3,7.1,12.1,260.9
Prunus avium,4,1.2,3,7.1,12.1,260.9
Prunus avium,4,1.2,3,7.1,12.1,260.9
Prunus avium,4,1.2,3,7.1,11.4,260.9
Prunus avium,4,1.2,3,7.1,12.1,260.9
Prunus avium,4,1.2,3,7.1,12.1,260.9
Prunus avium,4,1.2,3,7.1,12.1,260.9
Prunus avium,4,1.2,3,7.1,12.1,260.9
Juglans nigra,4,1.2,3,7.1,13.6,125.8
Malus floribunda,4,1.2,3,7.1,9.4,80.3
Malus floribunda,4,1.2,3,7.1,9.4,80.3
Malus floribunda,4,1.2,3,7.1,9.4,80.3
Malus floribunda,4,1.2,3,7.1,10.6,80.3
Malus floribunda,4,1.2,3,7.1,10.6,80.3
Malus floribunda,4,1.2,3,7.1,10.6,80.3
Populus nigra,11,3.3,3,7.1,22.9,333.7
Populus nigra,16,4.8,4,12.6,84.09999999999999,7500
Alnus incana,9,2.7,7,38.5,111.9,141.6
Alnus incana,11,3.3,8,50.3,268,513.8
Cedrus libani,26,7.8,16,201.1,638.7,7500
Cedrus libani,26,7.8,16,201.1,520.7,7500
Cedrus libani,26,7.8,16,201.1,583.8,7500
Taxus baccata,6,1.8,5,19.6,45.4,1182.2
Cedrus atlantica,21,6.3,16,201.1,577.1,2339.5
Aesculus hippocastanum,6,1.8,5,19.6,51.5,431.6
Robinia pseudoacacia,8,2.4,6,28.3,97.2,3206.7
Taxus baccata,11,3.3,9,63.6,297,1550.3
Taxus baccata,9,2.7,8,50.3,204.2,1110.7
Cedrus atlantica,21,6.3,8,50.3,252.3,2049.4
Magnolia grandiflora,9,2.7,8,50.3,172,437.9
Ulmus glabra,20,6,8,50.3,331.8,6448.9
Ulmus glabra,20,6,14,153.9,477.2,7500
Cedrus deodara,26,7.8,16,201.1,530.1,2956.2
Taxus baccata,16,4.8,5,19.6,83.3,411
Taxus baccata,16,4.8,10,78.5,475.8,4531.8
Cedrus deodara,23,6.9,9,63.6,370,2338.4
Acer pseudoplatanus,6,1.8,6,28.3,82.3,489.6
Quercus petraea,16,4.8,9,63.6,327.6,1436.9
Fagus sylvatica,23,6.9,12,113.1,607.5,7500
Platanus x hispanica,21,6.3,10,78.5,474.7,7500
Platanus x hispanica,24,7.2,18,254.5,1088.2,7500
Platanus x hispanica,26,7.8,16,201.1,906.6,7500
Cedrus deodara,23,6.9,7,38.5,227.5,1396.3
Liriodendron tulipifera,21,6.3,6,28.3,204.6,1329.5
Aesculus hippocastanum,10,3,7,38.5,114.4,215.3
Aesculus hippocastanum,10,3,7,38.5,146.7,296.3
Aesculus hippocastanum,10,3,7,38.5,188.5,1104.1
Quercus robur,15,4.5,10,78.5,243.5,498.6
Pinus strobus,19,5.7,6,28.3,167,898.9
Quercus petraea,12,3.6,5,19.6,53,126.3
Populus nigra,18,5.4,2,3.1,25.3,1805.1
Taxodium distichum,16,4.8,6,28.3,133.1,893.6
Acer pseudoplatanus,14,4.2,5,19.6,62.4,526.7
Acer pseudoplatanus,14,4.2,5,19.6,67.09999999999999,526.7
Acer pseudoplatanus,16,4.8,5,19.6,90.2,541.6
Acer pseudoplatanus,16,4.8,5,19.6,74.09999999999999,806.3
Acer negundo,10,3,6,28.3,122,1922.2
Platanus x hispanica,16,4.8,10,78.5,581,7500
Platanus x hispanica,16,4.8,12,113.1,600,5640.1
Ulmus minor,18,5.4,8,50.3,286.3,6695.2
Tilia x europaea,20,6,9,63.6,479.2,7220.8
Picea abies,15,4.5,6,28.3,147,1022.5
Picea abies,8,2.4,3,7.1,19.8,175
Cedrus atlantica,13,3.9,6,28.3,95.7,611.5
Cedrus atlantica,16,4.8,6,28.3,98.5,974.5
Fagus sylvatica,17,5.1,11,95,325.4,1308.4
Magnolia grandiflora,10,3,4,12.6,38.1,402.8
Ulmus glabra,8,2.4,7,38.5,111.9,519.8
Fagus sylvatica,21,6.3,12,113.1,574.5,5058.2
Aesculus hippocastanum,17,5.1,12,113.1,555.3,4532.7
Cedrus atlantica,19,5.7,8,50.3,255.6,1575.7
Taxus baccata,11,3.3,6,28.3,83.8,182.7
Platanus x hispanica,21,6.3,9,63.6,451.3,4982.8
Picea abies,21,6.3,6,28.3,169.7,1431.4
Ulmus minor,12,3.6,5,19.6,48.3,945.1
Cedrus deodara,19,5.7,7,38.5,160.3,2018
Diospyros lotus,8,2.4,4,12.6,35,1025.1
Diospyros lotus,9,2.7,5,19.6,58,915.4
Diospyros lotus,10,3,5,19.6,50.7,915.4
Acer pseudoplatanus,10,3,6,28.3,116,1415.8
Acer pseudoplatanus,12,3.6,6,28.3,108.4,765.3
Diospyros lotus,11,3.3,6,28.3,79.7,222.6
Acer pseudoplatanus,12,3.6,6,28.3,119.1,953.4
Pinus nigra,11,3.3,5,19.6,62.7,172.5
Acer pseudoplatanus,12,3.6,5,19.6,74.09999999999999,569.6
Acer pseudoplatanus,8,2.4,3,7.1,17.5,234.6
Platanus x hispanica,18,5.4,10,78.5,518.7,7083.7
Fagus sylvatica,13,3.9,6,28.3,106.7,661.5
Fagus sylvatica,13,3.9,6,28.3,99.8,1479.3
Ulmus glabra,21,6.3,10,78.5,455.9,4681.5
Platanus x hispanica,27,8.1,15,176.7,783,7500
Liriodendron tulipifera,24,7.2,9,63.6,464.5,2545.1
Taxus baccata,6,1.8,5,19.6,43.1,170.6
Robinia pseudoacacia,16,4.8,6,28.3,117.6,987.8
Acer pseudoplatanus,14,4.2,6,28.3,136.5,1286.5
Catalpa bignonioides,8,2.4,7,38.5,129.1,296.1
Alnus incana,9,2.7,7,38.5,126.9,289
Alnus incana,7,2.1,7,38.5,139.5,513.8
Populus nigra,17,5.1,2,3.1,24,913.1
Ligustrum lucidum,9,2.7,5,19.6,72.40000000000001,991.8
Taxus baccata,6,1.8,5,19.6,50.5,455.3
Taxus baccata,6,1.8,5,19.6,42.5,157.7
Taxus baccata,6,1.8,5,19.6,40.1,157.6
Taxus baccata,6,1.8,5,19.6,41.8,712.1
Acer pseudoplatanus,13,3.9,6,28.3,101.1,848.9
Taxus baccata,6,1.8,5,19.6,41.1,183.8
Populus nigra,21,6.3,10,78.5,500.5,6954.9
Populus nigra,21,6.3,9,63.6,314.5,4690.7
Acer pseudoplatanus,8,2.4,4,12.6,33.7,271.9
Acer pseudoplatanus,8,2.4,4,12.6,33.7,271.9
Populus nigra,21,6.3,9,63.6,354.4,4076.3
Populus nigra,21,6.3,9,63.6,316.5,4907.4
Acer pseudoplatanus,8,2.4,4,12.6,33,234.6
Acer pseudoplatanus,8,2.4,4,12.6,29.4,379.2
Catalpa bignonioides,7,2.1,4,12.6,33.5,240.5
Taxus baccata,7,2.1,4,12.6,28.3,171.6
Acer pseudoplatanus,9,2.7,4,12.6,39.9,544
Cedrus deodara,17,5.1,8,50.3,188.7,1768.8
Cedrus libani,14,4.2,11,95,395.3,3953.8
Ginkgo biloba,8,2.4,4,12.6,29.3,229.2
Ginkgo biloba,14,4.2,8,50.3,226.7,991.5
Ginkgo biloba,11,3.3,4,12.6,39.9,564.3
Populus nigra,24,7.2,18,254.5,892,7500
Platanus x hispanica,25,7.5,7,38.5,280.3,4369.9
Acer pseudoplatanus,17,5.1,7,38.5,166.1,892.4
Taxodium distichum,6,1.8,4,12.6,21.9,128.3
Taxus baccata,18,5.4,9,63.6,251.7,428.8
Pinus nigra,14,4.2,4,12.6,66.5,645.7
Pinus strobus,19,5.7,5,19.6,104.9,896.9
Populus nigra,11,3.3,3,7.1,31,2841.4
Populus nigra,11,3.3,3,7.1,27.9,3251.4
Aesculus hippocastanum,3,0.9,1,0.8,1.8,3.2
Aesculus hippocastanum,3,0.9,1,0.8,2.4,3.2
Aesculus hippocastanum,3,0.9,1,0.8,2.4,3.2
Aesculus hippocastanum,3,0.9,1,0.8,1.8,3.2
Aesculus hippocastanum,9,2.7,7,38.5,139.5,1096.5
Aesculus hippocastanum,9,2.7,7,38.5,175.2,867.7
Aesculus hippocastanum,3,0.9,1,0.8,3.2,25.4
Aesculus hippocastanum,3,0.9,1,0.8,3.2,25.4
Aesculus hippocastanum,3,0.9,1,0.8,3.2,25.4
Aesculus hippocastanum,3,0.9,1,0.8,2.7,25.4
Platanus x hispanica,20,6,17,227,1023.5,7500
Ulmus glabra,11,3.3,5,19.6,42.9,335.7
Ulmus glabra,11,3.3,5,19.6,55.7,335.7
Platanus x hispanica,20,6,17,227,1003.1,7500
Ostrya carpinifolia,8,2.4,6,28.3,84,1751.8
Ulmus glabra,12,3.6,10,78.5,313,1127.5
Platanus x hispanica,20,6,17,227,772.5,7500
Taxus baccata,11,3.3,10,78.5,267.2,701.9
Taxus baccata,11,3.3,10,78.5,322.9,705.3
Ligustrum lucidum,9,2.7,8,50.3,188.4,590.1
Taxus baccata,11,3.3,10,78.5,259.5,193.1
Platanus x hispanica,26,7.8,18,254.5,1015.5,7500
Ligustrum lucidum,9,2.7,8,50.3,188.4,590.1
Liquidambar styraciflua,9,2.7,8,50.3,141.7,225
Alnus incana,7,2.1,6,28.3,87.8,109.9
Betula pendula,4,1.2,3,7.1,10,27.9
Quercus petraea,4,1.2,3,7.1,11.6,91.90000000000001
Tilia x europaea,14,4.2,6,28.3,108.9,1175.9
Quercus ilex,10,3,6,28.3,87.3,243.9
Liquidambar styraciflua,13,3.9,4,12.6,40.1,123.3
Tilia x europaea,18,5.4,10,78.5,403.3,4135.2
Ginkgo biloba,16,4.8,8,50.3,172.2,564.3
Aesculus hippocastanum,15,4.5,8,50.3,286.3,2850.4
Aesculus hippocastanum,15,4.5,8,50.3,326.1,2850.4
Aesculus hippocastanum,16,4.8,8,50.3,336.8,2863.8
Sophora japonica,11,3.3,5,19.6,38,516
Sophora japonica,11,3.3,7,38.5,98.59999999999999,516
Liquidambar styraciflua,6,1.8,4,12.6,25.6,103.4
Liquidambar styraciflua,9,2.7,4,12.6,36.8,157.2
Ginkgo biloba,9,2.7,4,12.6,29,89.90000000000001
Liquidambar styraciflua,7,2.1,4,12.6,24.8,145.4
Liquidambar styraciflua,7,2.1,4,12.6,29.2,169.6
Liquidambar styraciflua,9,2.7,4,12.6,30.1,145.4
Liquidambar styraciflua,9,2.7,4,12.6,35.1,169.6
Populus nigra,23,6.9,8,50.3,404.4,7500
Ulmus glabra,12,3.6,6,28.3,111.1,1770.1
Acer campestre,10,3,10,78.5,340.6,1879.7
Platanus x hispanica,8,2.4,5,19.6,52.6,268.1
Platanus x hispanica,25,7.5,10,78.5,674,7500
Platanus x hispanica,25,7.5,10,78.5,583.1,7500
Platanus x hispanica,10,3,6,28.3,93.5,630.4
Platanus x hispanica,10,3,5,19.6,47.8,245.9
Liquidambar styraciflua,8,2.4,3,7.1,17.3,103.4
Platanus x hispanica,27,8.1,17,227,958.7,7500
Liquidambar styraciflua,7,2.1,3,7.1,15.7,85.59999999999999
Tilia x europaea,14,4.2,12,113.1,658.9,7500
Tilia x europaea,6,1.8,5,19.6,40.8,142.9
Tilia x europaea,13,3.9,8,50.3,238.1,1743.5
Tilia x europaea,4,1.2,4,12.6,16.2,10.7
Sophora japonica,10,3,11,95,218.4,306.6
Sophora japonica,9,2.7,7,38.5,76.40000000000001,233.9
Sophora japonica,9,2.7,8,50.3,86.90000000000001,101.3
Sophora japonica,9,2.7,8,50.3,89.5,202
Quercus petraea,6,1.8,7,38.5,84.2,102.7
Picea abies,9,2.7,4,12.6,41,463.4
Quercus robur,9,2.7,10,78.5,192.9,549.5
Picea abies,4,1.2,1,0.8,3.2,71.8
Tilia x europaea,9,2.7,10,78.5,330.1,1305.8
Prunus avium,4,1.2,3,7.1,9.1,89
Prunus avium,4,1.2,3,7.1,10.3,89
Prunus avium,4,1.2,3,7.1,10.3,89
Prunus avium,4,1.2,3,7.1,9.699999999999999,89
Tilia x europaea,9,2.7,8,50.3,217.2,995.5
Tilia x europaea,9,2.7,8,50.3,217.2,995.5
Acer pseudoplatanus,6,1.8,5,19.6,36.5,147.5
Acer pseudoplatanus,6,1.8,5,19.6,34,147.5
Quercus rubra,6,1.8,5,19.6,45.1,147.2
Fagus sylvatica,5,1.5,4,12.6,21.3,124.3
Fagus sylvatica,5,1.5,4,12.6,20,124.3
Fagus sylvatica,5,1.5,4,12.6,21.3,124.3
Fagus sylvatica,5,1.5,4,12.6,22.6,124.3
Fagus sylvatica,5,1.5,4,12.6,18.7,124.3
Fagus sylvatica,5,1.5,4,12.6,21.3,124.3
Fagus sylvatica,5,1.5,4,12.6,20,124.3
Fagus sylvatica,5,1.5,4,12.6,20,124.3
Fagus sylvatica,5,1.5,4,12.6,18.7,124.3
Fagus sylvatica,5,1.5,4,12.6,21.3,124.3
Fagus sylvatica,5,1.5,4,12.6,22.6,124.3
Fagus sylvatica,5,1.5,4,12.6,21.3,124.3
Fagus sylvatica,5,1.5,4,12.6,21.3,124.3
Fagus sylvatica,5,1.5,4,12.6,21.3,124.3
Fagus sylvatica,5,1.5,4,12.6,20,124.3
Fagus sylvatica,5,1.5,4,12.6,20,124.3
Acer palmatum,9,2.7,8,50.3,191.3,708.8
Populus alba,11,3.3,7,38.5,116.9,1415.1
Populus alba,11,3.3,7,38.5,131.9,1990
Populus alba,11,3.3,7,38.5,124.3,1314
Prunus avium,5,1.5,6,28.3,49.7,179.3
Prunus avium,5,1.5,6,28.3,46.7,179.3
Prunus avium,3,0.9,2,3.1,3.9,12.3
Tilia x europaea,5,1.5,6,28.3,67.5,310
Tilia x europaea,5,1.5,6,28.3,58.8,310
Tilia x europaea,5,1.5,6,28.3,65.7,405
Malus floribunda,3,0.9,2,3.1,4.6,51.4
Malus floribunda,3,0.9,2,3.1,4,51.4
Tilia x europaea,4,1.2,2,3.1,7.7,93
Tilia x europaea,5,1.5,5,19.6,36.2,229.4
Tilia x europaea,5,1.5,5,19.6,49.1,310
Tilia x europaea,5,1.5,5,19.6,49.1,310
Tilia x europaea,5,1.5,5,19.6,42.8,440
Tilia x europaea,5,1.5,5,19.6,51.1,405
Tilia x europaea,5,1.5,5,19.6,51.1,405
Tilia x europaea,5,1.5,5,19.6,42.2,640.2
Tilia x europaea,5,1.5,5,19.6,48.4,281.6
Tilia x europaea,5,1.5,5,19.6,50.4,832.2
Betula pendula,7,2.1,2,3.1,8,75.90000000000001
Betula pendula,7,2.1,2,3.1,8,75.90000000000001
Celtis australis,14,4.2,7,38.5,187.8,210.2
Celtis australis,14,4.2,7,38.5,177,210.2
Pinus nigra,15,4.5,4,12.6,47.9,291.2
Cedrus libani,21,6.3,10,78.5,349.9,3122.1
Cedrus libani,21,6.3,10,78.5,328.6,3119.6
Cedrus libani,21,6.3,10,78.5,349.9,3122.1
Cedrus libani,21,6.3,10,78.5,285.9,3114.6
Cedrus libani,21,6.3,10,78.5,328.6,3119.6
Acer pseudoplatanus,6,1.8,4,12.6,26.9,134.2
Acer pseudoplatanus,6,1.8,4,12.6,22.3,134.2
Acer pseudoplatanus,6,1.8,4,12.6,26.9,134.2
Acer pseudoplatanus,6,1.8,4,12.6,31.2,342.8
Acer pseudoplatanus,6,1.8,4,12.6,29.2,224.9
Acer pseudoplatanus,6,1.8,4,12.6,24.2,224.9
Acer pseudoplatanus,6,1.8,4,12.6,25.2,87.90000000000001
Ulmus minor,9,2.7,6,28.3,56.5,492.3
