,date,sum,min,max,mean
14612,2021-01-03,10.9,0.6,3.3,1.95
14613,2021-01-04,0,0.6,4.3,2.4499999999999997
14614,2021-01-05,0.1,-0.7,3.5,1.4
14615,2021-01-06,0,0.0,2.9,1.45
14616,2021-01-07,0.2,-3.5,0.8,-1.35
14617,2021-01-08,0,-4.5,1.7,-1.4
14618,2021-01-09,0,-4.6,-0.6,-2.5999999999999996
14619,2021-01-10,0,-6.3,-0.3,-3.3
14620,2021-01-11,0,-8.7,-1.5,-5.1
14621,2021-01-12,0,-9.4,-1.4,-5.4
14622,2021-01-13,0,-7.6,4.2,-1.6999999999999997
14623,2021-01-14,0,-3.9,7.3,1.7
14624,2021-01-15,0,-0.2,4.1,1.9499999999999997
14625,2021-01-16,0,-4.7,2.7,-1.0
14626,2021-01-17,0,-5.4,-0.5,-2.95
14627,2021-01-18,0,-6.9,0.7,-3.1
14628,2021-01-19,0,-5.4,1.5,-1.9500000000000002
14629,2021-01-20,0,-4.1,2.1,-0.9999999999999998
14630,2021-01-21,0.7,0.1,1.2,0.65
14631,2021-01-22,31.3,0.5,3.2,1.85
14632,2021-01-23,30.6,0.8,8.2,4.5
14633,2021-01-24,0.6,0.7,6.1,3.4
14634,2021-01-25,0,-0.9,2.9,1.0
14635,2021-01-26,0,-1.9,6.6,2.3499999999999996
14636,2021-01-27,0,-3.5,2.3,-0.6000000000000001
14637,2021-01-28,0,-1.8,2.6,0.4
14638,2021-01-29,0,-2.5,2.8,0.1499999999999999
14639,2021-01-30,0,-1.5,6.2,2.35
14640,2021-01-31,4.3,2.4,6.8,4.6
14641,2021-02-01,0,1.2,6.8,4.0
14642,2021-02-02,0.1,0.0,7.3,3.65
14643,2021-02-03,0,2.3,4.2,3.25
14644,2021-02-04,0,3.4,9.6,6.5
14645,2021-02-05,0,2.6,7.8,5.2
14646,2021-02-06,0,2.6,7.1,4.85
14647,2021-02-07,15,4.2,5.9,5.050000000000001
14648,2021-02-08,19.5,3.0,10.4,6.7
14649,2021-02-09,0,2.7,8.2,5.449999999999999
14650,2021-02-10,13.7,2.8,7.0,4.9
14651,2021-02-11,2,0.0,8.8,4.4
14652,2021-02-12,0,-0.4,2.9,1.25
14653,2021-02-13,0,-2.3,4.8,1.25
14654,2021-02-14,0,-3.9,2.8,-0.55
14655,2021-02-15,0,-3.5,3.6,0.050000000000000044
14656,2021-02-16,0,-4.4,8.0,1.7999999999999998
14657,2021-02-17,0,-0.7,10.0,4.65
14658,2021-02-18,0,-2.2,10.1,3.9499999999999997
14659,2021-02-19,0,2.6,11.8,7.2
14660,2021-02-20,0,4.1,13.5,8.8
14661,2021-02-21,0,4.0,13.0,8.5
14662,2021-02-22,0,3.7,13.2,8.45
14663,2021-02-23,0,3.9,14.7,9.299999999999999
14664,2021-02-24,0,5.9,16.4,11.149999999999999
14665,2021-02-25,0,5.9,16.2,11.05
14666,2021-02-26,0,5.9,15.9,10.9
14667,2021-02-27,0,5.8,18.9,12.35
14668,2021-02-28,0,3.3,14.7,9.0
14669,2021-03-01,0,0.6,13.9,7.25
14670,2021-03-02,0,1.0,15.4,8.2
14671,2021-03-03,0,1.3,12.9,7.1000000000000005
14672,2021-03-04,0,1.2,13.6,7.3999999999999995
14673,2021-03-05,0,2.0,14.5,8.25
14674,2021-03-06,0,4.1,11.5,7.8
14675,2021-03-07,0,-0.6,12.4,5.9
14676,2021-03-08,0,-0.3,13.2,6.449999999999999
14677,2021-03-09,0,1.1,13.4,7.25
14678,2021-03-10,1.3,0.3,13.8,7.050000000000001
14679,2021-03-11,0,1.8,10.6,6.2
14680,2021-03-12,0,5.5,14.4,9.95
14681,2021-03-13,1.9,1.6,15.5,8.55
14682,2021-03-14,0.8,3.6,12.2,7.8999999999999995
14683,2021-03-15,0,-0.7,13.4,6.3500000000000005
14684,2021-03-16,0.2,5.5,12.5,9.0
14685,2021-03-17,0,0.8,12.5,6.65
14686,2021-03-18,0,2.5,10.3,6.4
14687,2021-03-19,0,-1.2,10.0,4.4
14688,2021-03-20,0,-0.8,8.9,4.05
14689,2021-03-21,0,-1.5,12.5,5.5
14690,2021-03-22,0,8.4,13.6,11.0
14691,2021-03-23,0,4.8,15.8,10.3
14692,2021-03-24,0,1.1,18.5,9.8
14693,2021-03-25,0,2.1,19.8,10.950000000000001
14694,2021-03-26,0,4.3,18.7,11.5
14695,2021-03-27,0,8.8,17.1,12.950000000000001
14696,2021-03-28,0,7.6,19.2,13.399999999999999
14697,2021-03-29,0,9.3,21.9,15.6
14698,2021-03-30,0,6.1,25.3,15.7
14699,2021-03-31,0,9.1,25.2,17.15
14700,2021-04-01,0,9.9,25.6,17.75
14701,2021-04-02,0,9.7,25.1,17.4
14702,2021-04-03,0,10.7,18.9,14.799999999999999
14703,2021-04-04,0,7.0,17.7,12.35
14704,2021-04-05,0,3.7,15.9,9.8
14705,2021-04-06,0,4.1,10.7,7.3999999999999995
14706,2021-04-07,0,-0.7,9.2,4.25
14707,2021-04-08,0,-0.6,15.7,7.55
14708,2021-04-09,0,1.5,15.4,8.45
14709,2021-04-10,0,7.8,16.1,11.950000000000001
14710,2021-04-11,4.3,7.8,11.5,9.65
14711,2021-04-12,8.7,4.3,12.2,8.25
14712,2021-04-13,20,4.2,12.7,8.45
14713,2021-04-14,0,4.3,13.5,8.9
14714,2021-04-15,13.5,2.1,10.8,6.45
14715,2021-04-16,0.1,2.1,14.8,8.450000000000001
14716,2021-04-17,0,2.2,16.9,9.549999999999999
14717,2021-04-18,0,6.6,16.2,11.399999999999999
14718,2021-04-19,0,5.4,16.7,11.05
14719,2021-04-20,0,4.0,19.0,11.5
14720,2021-04-21,0,6.6,19.5,13.05
14721,2021-04-22,0,7.2,21.0,14.1
14722,2021-04-23,0.1,6.6,22.2,14.399999999999999
14723,2021-04-24,0,9.6,22.7,16.15
14724,2021-04-25,0,7.7,24.1,15.9
14725,2021-04-26,0,12.2,16.4,14.299999999999999
14726,2021-04-27,0,11.1,18.4,14.75
14727,2021-04-28,0,9.5,21.6,15.55
14728,2021-04-29,0.7,12.2,17.3,14.75
14729,2021-04-30,5,12.4,20.6,16.5
14730,2021-05-01,1,12.0,20.3,16.15
14731,2021-05-02,34.9,11.6,19.9,15.75
14732,2021-05-03,0,8.7,19.8,14.25
14733,2021-05-04,0,10.6,20.6,15.600000000000001
14734,2021-05-05,0,9.1,20.7,14.899999999999999
14735,2021-05-06,0,9.8,19.0,14.4
14736,2021-05-07,0,14.0,21.8,17.9
14737,2021-05-08,0,10.0,21.7,15.85
14738,2021-05-09,0,8.1,24.5,16.3
14739,2021-05-10,0,12.3,26.6,19.450000000000003
14740,2021-05-11,5.6,12.7,19.8,16.25
14741,2021-05-12,35.6,11.6,17.6,14.600000000000001
14742,2021-05-13,0.1,10.3,21.8,16.05
14743,2021-05-14,6.4,11.5,20.6,16.05
14744,2021-05-15,0,11.1,18.7,14.899999999999999
14745,2021-05-16,0,8.4,21.0,14.7
14746,2021-05-17,12,10.1,22.2,16.15
14747,2021-05-18,0,7.0,23.0,15.0
14748,2021-05-19,8.1,11.3,20.1,15.700000000000001
14749,2021-05-20,1.6,7.4,22.5,14.95
14750,2021-05-21,0,8.9,22.1,15.5
14751,2021-05-22,1.8,11.1,19.7,15.399999999999999
14752,2021-05-23,0.4,11.3,20.0,15.65
14753,2021-05-24,1.2,10.7,14.0,12.35
14754,2021-05-25,13.7,9.0,19.9,14.45
14755,2021-05-26,4.7,7.8,22.7,15.25
14756,2021-05-27,0,10.8,23.0,16.9
14757,2021-05-28,0.4,8.4,24.8,16.6
14758,2021-05-29,0,11.6,22.0,16.8
14759,2021-05-30,0.6,8.6,24.5,16.55
14760,2021-05-31,0,14.1,23.2,18.65
14761,2021-06-01,0,13.1,25.5,19.3
14762,2021-06-02,0,16.4,25.9,21.15
14763,2021-06-03,0,13.3,27.9,20.6
14764,2021-06-04,0,15.2,29.1,22.15
14765,2021-06-05,0,15.9,29.0,22.45
14766,2021-06-06,5.1,16.1,26.6,21.35
14767,2021-06-07,0,17.3,23.1,20.200000000000003
14768,2021-06-08,1.3,16.8,26.9,21.85
14769,2021-06-09,2.4,16.4,27.6,22.0
14770,2021-06-10,15.6,18.7,27.3,23.0
14771,2021-06-11,0,17.3,27.7,22.5
14772,2021-06-12,0,13.8,30.9,22.35
14773,2021-06-13,0,16.1,33.0,24.55
14774,2021-06-14,0,14.7,30.7,22.7
14775,2021-06-15,0,20.1,29.4,24.75
14776,2021-06-16,0,17.3,30.2,23.75
14777,2021-06-17,0,18.8,31.9,25.35
14778,2021-06-18,0,23.4,31.4,27.4
14779,2021-06-19,0,20.6,32.6,26.6
14780,2021-06-20,0,20.1,32.4,26.25
14781,2021-06-21,0,21.4,32.6,27.0
14782,2021-06-22,0,19.5,32.1,25.8
14783,2021-06-23,0,16.9,33.6,25.25
14784,2021-06-24,18,17.0,31.0,24.0
14785,2021-06-25,0,15.9,30.1,23.0
14786,2021-06-26,0,17.0,30.7,23.85
14787,2021-06-27,0,17.6,31.7,24.65
14788,2021-06-28,0,18.0,33.6,25.8
14789,2021-06-29,0,20.9,32.2,26.55
14790,2021-06-30,0,17.4,29.8,23.6
14791,2021-07-01,0.5,15.6,28.1,21.85
14792,2021-07-02,0,15.1,30.2,22.65
14793,2021-07-03,0,18.0,30.8,24.4
14794,2021-07-04,5.3,17.2,25.5,21.35
14795,2021-07-05,10.5,17.0,28.4,22.7
14796,2021-07-06,0,15.3,31.7,23.5
14797,2021-07-07,0,18.7,33.5,26.1
14798,2021-07-08,9.8,18.3,27.7,23.0
14799,2021-07-09,21.3,17.7,29.5,23.6
14800,2021-07-10,0,16.6,30.5,23.55
14801,2021-07-11,0,18.7,29.1,23.9
14802,2021-07-12,0.1,16.2,31.0,23.6
14803,2021-07-13,0,17.1,26.5,21.8
14804,2021-07-14,41.9,16.0,22.2,19.1
14805,2021-07-15,1.7,14.4,22.8,18.6
14806,2021-07-16,0.7,15.6,23.5,19.55
14807,2021-07-17,0.4,17.1,28.7,22.9
14808,2021-07-18,0,18.4,30.9,24.65
14809,2021-07-19,0,20.4,32.2,26.3
14810,2021-07-20,0,17.0,30.9,23.95
14811,2021-07-21,0,18.0,31.3,24.65
14812,2021-07-22,4.2,17.7,29.9,23.799999999999997
14813,2021-07-23,29.9,17.0,29.7,23.35
14814,2021-07-24,0,20.5,30.2,25.35
14815,2021-07-25,0.1,18.7,28.5,23.6
14816,2021-07-26,8.7,17.6,23.4,20.5
14817,2021-07-27,8.1,17.7,24.3,21.0
14818,2021-07-28,7.9,17.1,28.7,22.9
14819,2021-07-29,0.1,17.4,29.8,23.6
14820,2021-07-30,0,17.7,30.2,23.95
14821,2021-07-31,0.2,18.9,30.1,24.5
14822,2021-08-01,22.4,17.2,21.1,19.15
14823,2021-08-02,10.6,15.7,24.1,19.9
14824,2021-08-03,0.1,14.8,21.0,17.9
14825,2021-08-04,4.7,16.1,21.5,18.8
14826,2021-08-05,44.8,16.0,27.3,21.65
14827,2021-08-06,0,15.3,27.8,21.55
14828,2021-08-07,0,16.9,27.8,22.35
14829,2021-08-08,4.7,17.9,28.7,23.299999999999997
14830,2021-08-09,0,17.4,29.2,23.299999999999997
14831,2021-08-10,0,15.2,29.7,22.45
14832,2021-08-11,0,17.2,31.2,24.2
14833,2021-08-12,0,17.2,31.9,24.549999999999997
14834,2021-08-13,0,18.9,30.3,24.6
14835,2021-08-14,0,19.4,32.7,26.05
14836,2021-08-15,0,19.7,32.9,26.299999999999997
14837,2021-08-16,0,16.9,28.0,22.45
14838,2021-08-17,12.5,16.2,26.4,21.299999999999997
14839,2021-08-18,0,15.0,27.4,21.2
14840,2021-08-19,0,16.4,27.7,22.049999999999997
14841,2021-08-20,0,16.7,28.6,22.65
14842,2021-08-21,0,16.0,29.4,22.7
14843,2021-08-22,0,17.6,26.8,22.200000000000003
14844,2021-08-23,6.6,16.1,26.1,21.1
14845,2021-08-24,0,13.1,27.6,20.35
14846,2021-08-25,2,15.0,26.0,20.5
14847,2021-08-26,0,16.1,26.9,21.5
14848,2021-08-27,1.2,16.0,25.3,20.65
14849,2021-08-28,1.3,12.7,23.9,18.299999999999997
14850,2021-08-29,4.9,9.6,22.5,16.05
14851,2021-08-30,0,12.8,20.9,16.85
14852,2021-08-31,0.2,10.5,23.8,17.15
14853,2021-09-01,0,11.7,26.8,19.25
14854,2021-09-02,---,12.5,26.6,19.55
14855,2021-09-03,---,13.7,26.7,20.2
14856,2021-09-04,---,13.0,27.3,20.15
14857,2021-09-05,---,13.5,27.8,20.65
14858,2021-09-06,---,14.4,27.6,21.0
14859,2021-09-07,---,13.5,27.5,20.5
14860,2021-09-08,---,15.7,27.6,21.65
14861,2021-09-09,---,13.9,27.8,20.85
14862,2021-09-10,---,12.4,27.7,20.05
14863,2021-09-11,---,14.0,28.7,21.35
14864,2021-09-12,---,14.4,28.4,21.4
14865,2021-09-13,---,14.0,29.7,21.85
14866,2021-09-14,---,14.1,29.6,21.85
14867,2021-09-15,---,14.9,24.1,19.5
14868,2021-09-16,---,18.3,20.4,19.35
14869,2021-09-17,---,17.6,26.7,22.15
14870,2021-09-18,---,17.3,25.7,21.5
14871,2021-09-19,---,14.7,20.0,17.35
14872,2021-09-20,---,13.2,22.8,18.0
14873,2021-09-21,---,12.5,23.0,17.75
14874,2021-09-22,---,12.5,19.5,16.0
14875,2021-09-23,---,12.5,21.7,17.1
14876,2021-09-24,---,11.1,23.8,17.45
14877,2021-09-25,---,12.0,23.8,17.9
14878,2021-09-26,---,14.3,20.0,17.15
14879,2021-09-27,---,15.5,24.4,19.95
14880,2021-09-28,---,13.7,24.8,19.25
14881,2021-09-29,---,14.4,22.2,18.3
14882,2021-09-30,---,14.0,22.7,18.35
14883,2021-10-01,---,13.4,21.8,17.6
14884,2021-10-02,---,11.4,21.6,16.5
14885,2021-10-03,---,14.3,18.2,16.25
14886,2021-10-04,---,15.1,22.0,18.55
14887,2021-10-05,---,14.4,19.8,17.1
14888,2021-10-06,---,13.1,16.1,14.600000000000001
14889,2021-10-07,---,14.5,19.5,17.0
14890,2021-10-08,---,12.2,20.3,16.25
14891,2021-10-09,---,10.5,18.3,14.4
14892,2021-10-10,---,6.3,16.5,11.4
14893,2021-10-11,---,6.0,18.1,12.05
14894,2021-10-12,---,6.3,13.6,9.95
14895,2021-10-13,---,4.9,17.4,11.149999999999999
14896,2021-10-14,---,2.6,15.5,9.05
14897,2021-10-15,---,2.4,13.7,8.049999999999999
14898,2021-10-16,---,3.8,17.5,10.65
14899,2021-10-17,---,4.4,15.5,9.95
14900,2021-10-18,---,4.7,16.8,10.75
14901,2021-10-19,---,5.6,14.2,9.899999999999999
14902,2021-10-20,---,4.7,17.5,11.1
14903,2021-10-21,---,12.2,16.3,14.25
14904,2021-10-22,---,9.3,18.0,13.65
14905,2021-10-23,---,6.5,15.4,10.95
14906,2021-10-24,---,4.2,13.2,8.7
14907,2021-10-25,---,3.8,12.1,7.949999999999999
14908,2021-10-26,---,3.9,13.0,8.45
14909,2021-10-27,---,3.1,13.2,8.15
14910,2021-10-28,---,4.1,12.6,8.35
14911,2021-10-29,---,3.9,15.1,9.5
14912,2021-10-30,---,1.7,13.1,7.3999999999999995
14913,2021-10-31,---,6.9,14.5,10.7
14914,2021-11-01,---,8.3,10.9,9.600000000000001
14915,2021-11-02,---,6.9,13.8,10.350000000000001
14916,2021-11-03,---,5.3,8.4,6.85
14917,2021-11-04,---,6.3,9.2,7.75
14918,2021-11-05,---,4.3,11.5,7.9
14919,2021-11-06,---,3.9,10.7,7.3
14920,2021-11-07,---,3.9,11.5,7.7
14921,2021-11-08,---,2.2,8.5,5.35
14922,2021-11-09,---,1.9,10.5,6.2
14923,2021-11-10,---,6.2,13.2,9.7
14924,2021-11-11,---,6.2,14.1,10.15
14925,2021-11-12,---,4.7,13.1,8.9
14926,2021-11-13,---,4.2,9.8,7.0
14927,2021-11-14,---,8.2,10.0,9.1
14928,2021-11-15,---,8.0,12.1,10.05
14929,2021-11-16,---,5.2,10.6,7.9
14930,2021-11-17,---,6.0,12.4,9.2
14931,2021-11-18,---,4.7,13.6,9.15
14932,2021-11-19,---,3.4,11.4,7.4
14933,2021-11-20,---,2.4,11.5,6.95
14934,2021-11-21,---,1.0,11.5,6.25
14935,2021-11-22,---,6.7,10.5,8.6
14936,2021-11-23,---,2.6,11.8,7.2
14937,2021-11-24,---,0.2,8.8,4.5
14938,2021-11-25,---,-0.6,4.7,2.0500000000000003
14939,2021-11-26,---,3.4,6.7,5.05
14940,2021-11-27,---,4.9,8.0,6.45
14941,2021-11-28,---,1.8,5.5,3.65
14942,2021-11-29,---,3.1,7.8,5.45
14943,2021-11-30,---,-2.3,3.5,0.6000000000000001
14944,2021-12-01,---,-1.6,5.7,2.05
14945,2021-12-02,---,2.8,7.6,5.199999999999999
14946,2021-12-03,---,-1.1,8.4,3.6500000000000004
14947,2021-12-04,---,-0.3,4.0,1.85
14948,2021-12-05,---,1.3,7.0,4.15
14949,2021-12-06,---,1.9,7.7,4.8
14950,2021-12-07,---,-1.2,4.2,1.5
14951,2021-12-08,---,-1.5,1.7,0.09999999999999998
14952,2021-12-09,---,-1.3,6.6,2.65
14953,2021-12-10,---,-5.7,1.7,-2.0
14954,2021-12-11,---,-0.4,8.8,4.2
14955,2021-12-12,---,-1.1,9.5,4.2
14956,2021-12-13,---,-0.3,8.0,3.85
14957,2021-12-14,---,0.6,6.8,3.6999999999999997
14958,2021-12-15,---,-0.3,6.5,3.1
14959,2021-12-16,---,-2.1,5.6,1.7499999999999998
14960,2021-12-17,---,-1.2,6.8,2.8
14961,2021-12-18,---,-2.9,6.5,1.8
14962,2021-12-19,---,-1.8,8.0,3.1
14963,2021-12-20,---,-1.9,7.7,2.9000000000000004
14964,2021-12-21,---,-3.0,2.4,-0.30000000000000004
14965,2021-12-22,---,-3.9,1.8,-1.0499999999999998
14966,2021-12-23,---,-4.2,1.9,-1.1500000000000001
14967,2021-12-24,---,-1.8,2.9,0.5499999999999999
14968,2021-12-25,---,1.8,5.4,3.6
14969,2021-12-26,---,-0.8,5.8,2.5
14970,2021-12-27,---,2.3,6.0,4.15
14971,2021-12-28,---,2.7,6.3,4.5
14972,2021-12-29,---,0.6,10.7,5.6499999999999995
14973,2021-12-30,---,3.2,9.9,6.550000000000001
14974,2021-12-31,---,3.9,11.5,7.7
