Name,DBH (cm),Replacement Value (eur),Carbon Storage (kg),Carbon Storage (eur),Gross Carbon Sequestration (kg/yr),Gross Carbon Sequestration (eur/yr),Avoided Runoff (mcube/yr),Avoided Runoff (eur/yr),Carbon Avoided (kg/yr),Carbon Avoided (eur/yr),Pollution Removal (g/yr),Pollution Removal (eur/yr),Energy Savings (eur/yr),Total Annual Benefits (eur/yr),Oxygen Production (kg/yr),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2),Leaf Biomass (kg),Latitude,Longitude,geometry,Count
Celtis australis,12,514.84,12,1.92,0.7,0.11,0,0.04,,,16,0.08,,0.23,1.8,4.5,1.3,3,7.1,11,0.7,46.11813105564013,11.09538959290419,POINT (11.09538959290419 46.11813105564013),1
Celtis australis,12,514.84,12,1.92,0.7,0.11,0,0.03,,,13.2,0.07000000000000001,,0.21,1.8,4.5,1.3,3,7.1,9.1,0.5,46.11808853395046,11.09528379415608,POINT (11.09528379415608 46.11808853395046),1
Celtis australis,12,514.84,12,1.92,0.7,0.11,0,0.04,,,16,0.08,,0.23,1.8,4.5,1.3,3,7.1,11,0.7,46.11804852559224,11.09518326782527,POINT (11.09518326782527 46.11804852559224),1
Celtis australis,12,514.84,12,1.92,0.7,0.11,0,0.03,,,14.2,0.07000000000000001,,0.22,1.8,4.5,1.3,3,7.1,9.800000000000001,0.6,46.11801470376767,11.09509384780453,POINT (11.09509384780453 46.11801470376767),1
Celtis australis,12,514.84,12,1.92,0.7,0.11,0,0.04,,,16,0.08,,0.23,1.8,4.5,1.3,3,7.1,11,0.7,46.11798946846221,11.09501717812193,POINT (11.09501717812193 46.11798946846221),1
Celtis australis,12,514.84,12,1.92,0.7,0.11,0,0.04,,,15.1,0.08,,0.22,1.8,4.5,1.3,3,7.1,10.4,0.6,46.11795038061774,11.09491552225485,POINT (11.09491552225485 46.11795038061774),1
Celtis australis,10,293.71,8.699999999999999,1.41,0.6,0.1,0,0.03,,,11.6,0.06,,0.19,1.6,4.5,1.3,3,7.1,8,0.5,46.1179156401943,11.09482710312276,POINT (11.09482710312276 46.1179156401943),1
Celtis australis,11,483.55,10.3,1.65,0.7,0.1,0,0.04,,,16,0.08,,0.23,1.7,5,1.5,3,7.1,11.1,0.7,46.1178802274305,11.09474098823652,POINT (11.09474098823652 46.1178802274305),1
Celtis australis,11,483.55,10.3,1.65,0.7,0.1,0,0.04,,,16,0.08,,0.23,1.7,5,1.5,3,7.1,11.1,0.7,46.11784381133447,11.0946457757933,POINT (11.0946457757933 46.11784381133447),1
Celtis australis,11,483.55,10.3,1.65,0.7,0.1,0,0.06,,,25.8,0.13,,0.3,1.7,5,1.5,4,12.6,17.8,1,46.11780395398281,11.0945418910978,POINT (11.0945418910978 46.11780395398281),1
Celtis australis,12,514.84,12,1.92,0.7,0.11,0,0.07000000000000001,,,30,0.15,,0.34,1.8,6,1.8,4,12.6,20.7,1.2,46.11858498143882,11.09635911652379,POINT (11.09635911652379 46.11858498143882),1
Celtis australis,12,514.84,12,1.92,0.7,0.11,0,0.03,,,11.9,0.06,,0.2,1.8,4,1.2,3,7.1,8.199999999999999,0.5,46.11855835869419,11.0962600022927,POINT (11.0962600022927 46.11855835869419),1
Celtis australis,25,1169.22,42,6.75,1.2,0.19,0.1,0.25,,,106.3,0.55,,0.99,3.1,8,2.4,6,28.3,73.2,4.3,46.11844979112195,11.09597179609655,POINT (11.09597179609655 46.11844979112195),1
Celtis australis,25,1169.22,42,6.75,1.2,0.19,0.1,0.2,,,81.8,0.42,,0.8,3.1,8,2.4,6,28.3,56.4,3.3,46.11841304953477,11.09587475755132,POINT (11.09587475755132 46.11841304953477),1
Celtis australis,19,810.0599999999999,26.3,4.22,1,0.15,0.1,0.22,,,90.90000000000001,0.47,,0.84,2.6,8,2.4,6,28.3,62.7,3.7,46.11837429614926,11.09577453664057,POINT (11.09577453664057 46.11837429614926),1
Celtis australis,21,918.9,31.2,5.01,1,0.16,0.1,0.2,,,82.7,0.43,,0.79,2.7,8,2.4,6,28.3,57,3.4,46.11833764433086,11.09567750176623,POINT (11.09567750176623 46.11833764433086),1
Celtis australis,21,918.9,31.2,5.01,1,0.16,0.1,0.24,,,99.90000000000001,0.51,,0.92,2.7,8,2.4,6,28.3,68.90000000000001,4.1,46.11830095210184,11.09558266570436,POINT (11.09558266570436 46.11830095210184),1
Celtis australis,21,918.9,31.2,5.01,1,0.16,0.1,0.18,,,76.90000000000001,0.4,,0.74,2.7,8,2.4,6,28.3,53,3.1,46.11826276656407,11.09548091364848,POINT (11.09548091364848 46.11826276656407),1
Celtis australis,21,918.9,31.2,5.01,1,0.16,0.1,0.21,,,88.40000000000001,0.45,,0.83,2.7,8,2.4,6,28.3,61,3.6,46.11822357734748,11.09537990021884,POINT (11.09537990021884 46.11822357734748),1
Celtis australis,20,863.12,28.7,4.61,1,0.16,0.1,0.18,,,75.59999999999999,0.39,,0.73,2.6,8,2.4,6,28.3,52.1,3.1,46.11818405673475,11.09527732127766,POINT (11.09527732127766 46.11818405673475),1
Celtis australis,21,918.9,31.2,5.01,1,0.16,0.1,0.2,,,82.7,0.43,,0.79,2.7,8,2.4,6,28.3,57,3.4,46.11814299534746,11.09517041306823,POINT (11.09517041306823 46.11814299534746),1
Celtis australis,22,977.4,33.8,5.42,1.1,0.17,0.1,0.22,,,89.90000000000001,0.46,,0.85,2.8,8,2.4,6,28.3,62,3.7,46.11810671919014,11.09507740539473,POINT (11.09507740539473 46.11810671919014),1
Celtis australis,18,759.73,23.9,3.85,0.9,0.15,0.1,0.23,,,94.59999999999999,0.49,,0.86,2.5,8,2.4,6,28.3,65.2,3.8,46.11807319793602,11.094986314229,POINT (11.094986314229 46.11807319793602),1
Celtis australis,22,977.4,33.8,5.42,1.1,0.17,0.1,0.24,,,101.6,0.52,,0.9399999999999999,2.8,8,2.4,6,28.3,70,4.1,46.11799725150453,11.09478904037406,POINT (11.09478904037406 46.11799725150453),1
Celtis australis,19,810.0599999999999,26.3,4.22,1,0.15,0.1,0.23,,,96.40000000000001,0.5,,0.88,2.6,8,2.4,6,28.3,66.5,3.9,46.11797004423452,11.09471682592771,POINT (11.09471682592771 46.11797004423452),1
Celtis australis,19,810.0599999999999,26.3,4.22,1,0.15,0.1,0.18,,,74.3,0.38,,0.71,2.6,8,2.4,6,28.3,51.2,3,46.1179417008744,11.09464275655628,POINT (11.09464275655628 46.1179417008744),1
Celtis australis,19,810.0599999999999,26.3,4.22,1,0.15,0.1,0.18,,,74.3,0.38,,0.71,2.6,8,2.4,6,28.3,51.2,3,46.11780714028615,11.09428950710077,POINT (11.09428950710077 46.11780714028615),1
Celtis australis,22,977.4,33.8,5.42,1.1,0.17,0.1,0.2,,,84.09999999999999,0.43,,0.8,2.8,8,2.4,6,28.3,57.9,3.4,46.11776604238949,11.09418454033212,POINT (11.09418454033212 46.11776604238949),1
Celtis australis,19,810.0599999999999,26.3,4.22,1,0.15,0.1,0.2,,,85.40000000000001,0.44,,0.8,2.6,8,2.4,6,28.3,58.8,3.5,46.11772912883819,11.09408697998912,POINT (11.09408697998912 46.11772912883819),1
Celtis australis,23,1038.62,36.4,5.85,1.1,0.18,0.1,0.23,,,97.2,0.5,,0.91,2.9,8,2.4,6,28.3,67,4,46.11764914554471,11.09387907239572,POINT (11.09387907239572 46.11764914554471),1
Celtis australis,25,1169.22,42,6.75,1.2,0.19,0.1,0.25,,,106.3,0.55,,0.99,3.1,8,2.4,6,28.3,73.2,4.3,46.11711006975973,11.09249596488658,POINT (11.09249596488658 46.11711006975973),1
Celtis australis,12,514.84,12,1.92,0.7,0.11,0.1,0.12,,,48.4,0.25,,0.48,1.8,6,1.8,5,19.6,33.4,2,46.11703911998635,11.09231066450424,POINT (11.09231066450424 46.11703911998635),1
Celtis australis,12,514.84,12,1.92,0.7,0.11,0.1,0.11,,,45.7,0.23,,0.46,1.8,6,1.8,5,19.6,31.5,1.9,46.11695011576307,11.09207912476577,POINT (11.09207912476577 46.11695011576307),1
Celtis australis,18,759.73,23.9,3.85,0.9,0.15,0.1,0.21,,,89.2,0.46,,0.82,2.5,8,2.4,6,28.3,61.5,3.6,46.11691525476571,11.09198733953381,POINT (11.09198733953381 46.11691525476571),1
Celtis australis,19,810.0599999999999,26.3,4.22,1,0.15,0.1,0.23,,,96.40000000000001,0.5,,0.88,2.6,8,2.4,6,28.3,66.5,3.9,46.11688164099634,11.09190116674118,POINT (11.09190116674118 46.11688164099634),1
Celtis australis,16,667.22,19.6,3.14,0.8,0.14,0.1,0.14,,,56.6,0.29,,0.5600000000000001,2.3,7,2.1,5,19.6,39,2.3,46.11684522246646,11.09180595783089,POINT (11.09180595783089 46.11684522246646),1
Celtis australis,19,810.0599999999999,26.3,4.22,1,0.15,0.2,0.47,,,194.2,1,,1.62,2.6,8,2.4,8,50.3,133.9,7.9,46.11666456912369,11.09157082133352,POINT (11.09157082133352 46.11666456912369),1
Celtis australis,18,759.73,23.9,3.85,0.9,0.15,0.1,0.17,,,69.59999999999999,0.36,,0.67,2.5,7,2.1,6,28.3,48,2.8,46.11723410008464,11.09304604559825,POINT (11.09304604559825 46.11723410008464),1
Celtis australis,6,105.74,3.6,0.59,0.4,0.07000000000000001,0,0.01,,,4.7,0.02,,0.1,1.1,4,1.2,1.5,1.8,3.2,0.2,46.11730548639976,11.0932369292784,POINT (11.0932369292784 46.11730548639976),1
Celtis australis,7,143.92,4.7,0.76,0.5,0.08,0,0.01,,,4.3,0.02,,0.11,1.3,4,1.2,1.5,1.8,3,0.2,46.11734104684139,11.09333469587634,POINT (11.09333469587634 46.11734104684139),1
Celtis australis,12,514.84,12,1.92,0.7,0.11,0,0.07000000000000001,,,28.2,0.15,,0.32,1.8,5,1.5,4,12.6,19.4,1.1,46.11735564136595,11.09343218599204,POINT (11.09343218599204 46.11735564136595),1
Celtis australis,13,548.86,13.7,2.2,0.7,0.12,0,0.06,,,24,0.12,,0.3,2,5,1.5,4,12.6,16.6,1,46.11734784524067,11.093523650959,POINT (11.093523650959 46.11734784524067),1
Celtis australis,7,143.92,4.7,0.76,0.5,0.08,0,0.01,,,4.9,0.03,,0.11,1.3,4,1.2,1.5,1.8,3.4,0.2,46.11835619281494,11.09282413519687,POINT (11.09282413519687 46.11835619281494),1
Celtis australis,7,143.92,4.7,0.76,0.5,0.08,0,0.01,,,4.6,0.02,,0.11,1.3,4,1.2,1.5,1.8,3.2,0.2,46.11724443256614,11.09284557413017,POINT (11.09284557413017 46.11724443256614),1
Celtis australis,10,293.71,8.699999999999999,1.41,0.6,0.1,0,0.03,,,11.7,0.06,,0.19,1.6,5,1.5,2.5,4.9,8,0.5,46.11727870590666,11.09293500860611,POINT (11.09293500860611 46.11727870590666),1
Celtis australis,7,143.92,4.7,0.76,0.5,0.08,0,0.01,,,5.2,0.03,,0.12,1.3,4,1.2,1.5,1.8,3.6,0.2,46.11731571752007,11.09303218281767,POINT (11.09303218281767 46.11731571752007),1
Celtis australis,12,514.84,12,1.92,0.7,0.11,0,0.03,,,12.5,0.06,,0.21,1.8,5,1.5,2.5,4.9,8.6,0.5,46.11735130903116,11.09312334994704,POINT (11.09312334994704 46.11735130903116),1
Celtis australis,11,483.55,10.3,1.65,0.7,0.1,0,0.03,,,10.7,0.05,,0.19,1.7,5,1.5,2.5,4.9,7.4,0.4,46.11738700225568,11.09321387393664,POINT (11.09321387393664 46.11738700225568),1
Celtis australis,19,810.0599999999999,26.3,4.22,1,0.15,0.1,0.21,,,87.90000000000001,0.45,,0.82,2.6,6,1.8,6,28.3,60.6,3.6,46.11742492725615,11.09331030659675,POINT (11.09331030659675 46.11742492725615),1
Celtis australis,18,759.73,23.9,3.85,0.9,0.15,0.1,0.21,,,86.2,0.44,,0.8,2.5,6,1.8,6,28.3,59.4,3.5,46.11747397637028,11.09341363194993,POINT (11.09341363194993 46.11747397637028),1
Celtis australis,22,977.4,33.8,5.42,1.1,0.17,0.1,0.24,,,101.6,0.52,,0.9399999999999999,2.8,8,2.4,6,28.3,70,4.1,46.11769875338623,11.09334772945517,POINT (11.09334772945517 46.11769875338623),1
Celtis australis,7,143.92,4.7,0.76,0.5,0.08,0,0.01,,,3.1,0.02,,0.1,1.3,4,1.2,1,0.8,2.2,0.1,46.11873991291159,11.09748517191716,POINT (11.09748517191716 46.11873991291159),1
Celtis australis,13,548.86,13.7,2.2,0.7,0.12,0,0.07000000000000001,,,29.1,0.15,,0.34,2,6,1.8,4,12.6,20,1.2,46.11871177493802,11.09757651351548,POINT (11.09757651351548 46.11871177493802),1
Celtis australis,14,585.59,15.6,2.5,0.8,0.12,0,0.07000000000000001,,,29.8,0.15,,0.35,2.1,6,1.8,4,12.6,20.6,1.2,46.11914149524102,11.09699073517969,POINT (11.09699073517969 46.11914149524102),1
Celtis australis,15,625.04,17.5,2.81,0.8,0.13,0,0.06,,,27,0.14,,0.33,2.2,5,1.5,4,12.6,18.6,1.1,46.12250407356942,11.09167099254846,POINT (11.09167099254846 46.12250407356942),1
Celtis australis,15,625.04,17.5,2.81,0.8,0.13,0,0.06,,,27,0.14,,0.33,2.2,5,1.5,4,12.6,18.6,1.1,46.1224158619454,11.09171567288784,POINT (11.09171567288784 46.1224158619454),1
Celtis australis,14,585.59,15.6,2.5,0.8,0.12,0,0.07000000000000001,,,29.8,0.15,,0.35,2.1,5,1.5,4,12.6,20.5,1.2,46.12248632764407,11.09184389197509,POINT (11.09184389197509 46.12248632764407),1
Celtis australis,14,585.59,15.6,2.5,0.8,0.12,0,0.07000000000000001,,,29.8,0.15,,0.35,2.1,5,1.5,4,12.6,20.5,1.2,46.12251174022053,11.09191099509508,POINT (11.09191099509508 46.12251174022053),1
Celtis australis,12,514.84,12,1.92,0.7,0.11,0,0.04,,,15.5,0.08,,0.23,1.8,4,1.2,3,7.1,10.7,0.6,46.12257255321924,11.0920699134032,POINT (11.0920699134032 46.12257255321924),1
Celtis australis,13,548.86,13.7,2.2,0.7,0.12,0,0.05,,,21,0.11,,0.28,2,4,1.2,4,12.6,14.5,0.9,46.12261088845698,11.09216857038147,POINT (11.09216857038147 46.12261088845698),1
Celtis australis,13,548.86,13.7,2.2,0.7,0.12,0,0.06,,,24.2,0.12,,0.3,2,4,1.2,4,12.6,16.7,1,46.12265313590117,11.09227967194581,POINT (11.09227967194581 46.12265313590117),1
Celtis australis,15,625.04,17.5,2.81,0.8,0.13,0,0.06,,,23.8,0.12,,0.31,2.2,4,1.2,4,12.6,16.4,1,46.12257161343846,11.09184595626824,POINT (11.09184595626824 46.12257161343846),1
Celtis australis,15,625.04,17.5,2.81,0.8,0.13,0,0.06,,,25.3,0.13,,0.32,2.2,5,1.5,4,12.6,17.4,1,46.12261433695926,11.0919556517518,POINT (11.0919556517518 46.12261433695926),1
Celtis australis,15,625.04,17.5,2.81,0.8,0.13,0,0.07000000000000001,,,30.5,0.16,,0.36,2.2,5,1.5,4,12.6,21,1.2,46.12264990553223,11.09204320201874,POINT (11.09204320201874 46.12264990553223),1
Celtis australis,14,585.59,15.6,2.5,0.8,0.12,0,0.07000000000000001,,,29.8,0.15,,0.35,2.1,5,1.5,4,12.6,20.5,1.2,46.12271687616967,11.09244090233339,POINT (11.09244090233339 46.12271687616967),1
Celtis australis,14,585.59,15.6,2.5,0.8,0.12,0,0.07000000000000001,,,28,0.14,,0.34,2.1,4,1.2,4,12.6,19.3,1.1,46.1227515781117,11.09252660816669,POINT (11.09252660816669 46.1227515781117),1
Celtis australis,12,514.84,12,1.92,0.7,0.11,0,0.06,,,26.6,0.14,,0.31,1.8,4,1.2,4,12.6,18.3,1.1,46.12275381541725,11.09231597297189,POINT (11.09231597297189 46.12275381541725),1
Celtis australis,14,585.59,15.6,2.5,0.8,0.12,0,0.07000000000000001,,,28.1,0.14,,0.34,2.1,5,1.5,4,12.6,19.4,1.1,46.12271267803985,11.09220814908142,POINT (11.09220814908142 46.12271267803985),1
Celtis australis,14,585.59,15.6,2.5,0.8,0.12,0,0.07000000000000001,,,29.8,0.15,,0.35,2.1,5,1.5,4,12.6,20.5,1.2,46.12278927007731,11.09240481373119,POINT (11.09240481373119 46.12278927007731),1
Celtis australis,14,585.59,15.6,2.5,0.8,0.12,0,0.07000000000000001,,,29.8,0.15,,0.35,2.1,5,1.5,4,12.6,20.5,1.2,46.12281128732251,11.09268186186537,POINT (11.09268186186537 46.12281128732251),1
Celtis australis,12,514.84,12,1.92,0.7,0.11,0,0.05,,,20.5,0.11,,0.27,1.8,4,1.2,4,12.6,14.1,0.8,46.12289723811891,11.09268692968208,POINT (11.09268692968208 46.12289723811891),1
Celtis australis,14,585.59,15.6,2.5,0.8,0.12,0,0.07000000000000001,,,29.8,0.15,,0.35,2.1,5,1.5,4,12.6,20.5,1.2,46.12286149980121,11.09258901736336,POINT (11.09258901736336 46.12286149980121),1
Celtis australis,12,514.84,12,1.92,0.7,0.11,0,0.03,,,13.7,0.07000000000000001,,0.21,1.8,5,1.5,3,7.1,9.4,0.6,46.12292962279872,11.09276646471787,POINT (11.09276646471787 46.12292962279872),1
Celtis australis,14,585.59,15.6,2.5,0.8,0.12,0,0.05,,,22.9,0.12,,0.3,2.1,5,1.5,4,12.6,15.8,0.9,46.12301263011039,11.09298136549481,POINT (11.09298136549481 46.12301263011039),1
Celtis australis,14,585.59,15.6,2.5,0.8,0.12,0,0.06,,,24.7,0.13,,0.31,2.1,5,1.5,4,12.6,17,1,46.12305132429955,11.09308003750498,POINT (11.09308003750498 46.12305132429955),1
Celtis australis,12,514.84,12,1.92,0.7,0.11,0,0.05,,,21.1,0.11,,0.27,1.8,4.5,1.3,4,12.6,14.5,0.9,46.12292768035091,11.09298552502965,POINT (11.09298552502965 46.12292768035091),1
Celtis australis,13,548.86,13.7,2.2,0.7,0.12,0,0.07000000000000001,,,29,0.15,,0.34,2,5,1.5,4,12.6,20,1.2,46.12287653222962,11.0928493630725,POINT (11.0928493630725 46.12287653222962),1
Celtis australis,14,585.59,15.6,2.5,0.8,0.12,0,0.09,,,38,0.2,,0.41,2.1,4,1.2,5,19.6,26.2,1.5,46.12297040274797,11.09309522207304,POINT (11.09309522207304 46.12297040274797),1
Celtis australis,13,548.86,13.7,2.2,0.7,0.12,0,0.07000000000000001,,,29,0.15,,0.34,2,5,1.5,4,12.6,20,1.2,46.09919916969228,11.10913964937402,POINT (11.10913964937402 46.09919916969228),1
Celtis australis,13,548.86,13.7,2.2,0.7,0.12,0,0.07000000000000001,,,29,0.15,,0.34,2,5,1.5,4,12.6,20,1.2,46.1231939981996,11.09376679341974,POINT (11.09376679341974 46.1231939981996),1
Celtis australis,11,483.55,10.3,1.65,0.7,0.1,0,0.04,,,14.6,0.08,,0.21,1.7,4.5,1.3,3,7.1,10.1,0.6,46.12319024286732,11.0934412493028,POINT (11.0934412493028 46.12319024286732),1
Celtis australis,13,548.86,13.7,2.2,0.7,0.12,0,0.07000000000000001,,,29,0.15,,0.34,2,5,1.5,4,12.6,20,1.2,46.12327882833981,11.09362672265939,POINT (11.09362672265939 46.12327882833981),1
Celtis australis,11,483.55,10.3,1.65,0.7,0.1,0,0.04,,,15.5,0.08,,0.22,1.7,4.5,1.3,3,7.1,10.7,0.6,46.12312054939841,11.09326115204432,POINT (11.09326115204432 46.12312054939841),1
Celtis australis,14,585.59,15.6,2.5,0.8,0.12,0,0.07000000000000001,,,29.8,0.15,,0.35,2.1,5,1.5,4,12.6,20.5,1.2,46.12304898603902,11.09329610627523,POINT (11.09329610627523 46.12304898603902),1
Celtis australis,13,548.86,13.7,2.2,0.7,0.12,0,0.07000000000000001,,,29,0.15,,0.34,2,5,1.5,4,12.6,20,1.2,46.12309084889029,11.09340848938252,POINT (11.09340848938252 46.12309084889029),1
Celtis australis,13,548.86,13.7,2.2,0.7,0.12,0,0.07000000000000001,,,29,0.15,,0.34,2,5,1.5,4,12.6,20,1.2,46.12313010593331,11.09351080736438,POINT (11.09351080736438 46.12313010593331),1
Celtis australis,13,548.86,13.7,2.2,0.7,0.12,0,0.05,,,22.4,0.11,,0.29,2,5,1.5,4,12.6,15.4,0.9,46.12219351921502,11.09462106266861,POINT (11.09462106266861 46.12219351921502),1
Celtis australis,4,53.83,1.8,0.29,0.3,0.05,0,0.01,,,5.2,0.03,,0.09,0.9,4,1.2,2,3.1,3.6,0.2,46.12517934561006,11.11364049352141,POINT (11.11364049352141 46.12517934561006),1
Celtis australis,17,712.11,21.7,3.49,0.9,0.14,0,0.08,,,33.9,0.17,,0.4,2.4,6,1.8,4,12.6,23.4,1.4,46.08042457802728,11.12686389110586,POINT (11.12686389110586 46.08042457802728),1
Celtis australis,22,977.4,33.8,5.42,1.1,0.17,0,0.07000000000000001,,,28.6,0.15,,0.39,2.8,6,1.8,4,12.6,19.7,1.2,46.08055410992517,11.1268243788317,POINT (11.1268243788317 46.08055410992517),1
Celtis australis,23,1038.62,36.4,5.85,1.1,0.18,0.1,0.15,,,60.6,0.31,,0.63,2.9,7,2.1,5,19.6,41.8,2.5,46.08067874025503,11.12679192080638,POINT (11.12679192080638 46.08067874025503),1
Celtis australis,35,1985.5,74.8,12.01,1.5,0.24,0.2,0.35,,,144.8,0.74,,1.33,3.9,10,3,7,38.5,99.8,5.9,46.0800326922779,11.12659830510214,POINT (11.12659830510214 46.0800326922779),1
Celtis australis,28,1385.54,51,8.199999999999999,1.3,0.2,0.2,0.42,,,177.1,0.91,,1.54,3.4,9,2.7,8,50.3,122.1,7.2,46.08016401514077,11.12656894943456,POINT (11.12656894943456 46.08016401514077),1
Celtis australis,28,1385.54,51,8.199999999999999,1.3,0.2,0.2,0.3,,,123.7,0.64,,1.13,3.4,8,2.4,7,38.5,85.3,5,46.08020589276642,11.12654339860204,POINT (11.12654339860204 46.08020589276642),1
Celtis australis,29,1463.08,54.2,8.699999999999999,1.3,0.21,0.6,1.2,,,502.2,2.58,,3.99,3.4,12,3.6,12,113.1,346.2,20.4,46.0801641001723,11.12650635446525,POINT (11.12650635446525 46.0801641001723),1
Celtis australis,33,1800.48,67.59999999999999,10.86,1.4,0.23,0.3,0.58,,,243.8,1.25,,2.06,3.8,9,2.7,8,50.3,168,9.9,46.08033687387646,11.12638249528107,POINT (11.12638249528107 46.08033687387646),1
Celtis australis,28,1385.54,51,8.199999999999999,1.3,0.2,0.2,0.31,,,128.7,0.66,,1.17,3.4,9,2.7,7,38.5,88.7,5.2,46.08323995605451,11.13594150409363,POINT (11.13594150409363 46.08323995605451),1
Celtis australis,20,863.12,28.7,4.61,1,0.16,0.1,0.21,,,86.90000000000001,0.45,,0.8100000000000001,2.6,8,2.4,6,28.3,59.9,3.5,46.0832749575747,11.13586020560523,POINT (11.13586020560523 46.0832749575747),1
Celtis australis,25,1169.22,42,6.75,1.2,0.19,0.1,0.25,,,103.2,0.53,,0.96,3.1,10,3,6,28.3,71.09999999999999,4.2,46.08335382681906,11.13566626164009,POINT (11.13566626164009 46.08335382681906),1
Celtis australis,25,1169.22,42,6.75,1.2,0.19,0.1,0.25,,,103.2,0.53,,0.96,3.1,10,3,6,28.3,71.09999999999999,4.2,46.08338613292783,11.13558951510243,POINT (11.13558951510243 46.08338613292783),1
Celtis australis,29,1463.08,54.2,8.699999999999999,1.3,0.21,0.3,0.58,,,240.6,1.24,,2.02,3.4,10,3,8,50.3,165.8,9.800000000000001,46.083414307152,11.13551713597819,POINT (11.13551713597819 46.083414307152),1
Celtis australis,27,1310.71,47.9,7.7,1.2,0.2,0.1,0.26,,,109.2,0.5600000000000001,,1.02,3.3,8,2.4,6,28.3,75.3,4.4,46.08342878838037,11.13548393648786,POINT (11.13548393648786 46.08342878838037),1
Celtis australis,25,1169.22,42,6.75,1.2,0.19,0.1,0.25,,,106.3,0.55,,0.99,3.1,8,2.4,6,28.3,73.2,4.3,46.08561901147837,11.13373226208847,POINT (11.13373226208847 46.08561901147837),1
Celtis australis,18,759.73,23.9,3.85,0.9,0.15,0.1,0.22,,,90.3,0.46,,0.83,2.5,7,2.1,6,28.3,62.3,3.7,46.08582299585714,11.13294955245338,POINT (11.13294955245338 46.08582299585714),1
Celtis australis,22,977.4,33.8,5.42,1.1,0.17,0.2,0.38,,,157.5,0.8100000000000001,,1.36,2.8,8,2.4,8,50.3,108.6,6.4,46.13235198764873,11.13429676650807,POINT (11.13429676650807 46.13235198764873),1
Celtis australis,22,977.4,33.8,5.42,1.1,0.17,0.3,0.49,,,204.5,1.05,,1.71,2.8,8,2.4,8,50.3,141,8.300000000000001,46.13232234070421,11.13419749205247,POINT (11.13419749205247 46.13232234070421),1
Celtis australis,16,667.22,19.6,3.14,0.8,0.14,0.1,0.19,,,80.3,0.41,,0.74,2.3,8,2.4,6,28.3,55.4,3.3,46.13223960658557,11.13397693620058,POINT (11.13397693620058 46.13223960658557),1
Celtis australis,20,863.12,28.7,4.61,1,0.16,0.1,0.21,,,89.5,0.46,,0.83,2.6,6,1.8,6,28.3,61.7,3.6,46.08705040769919,11.12954963683676,POINT (11.12954963683676 46.08705040769919),1
Celtis australis,50,3720.08,137.7,22.13,1.9,0.3,0.7,1.39,,,579.5,2.98,,4.67,5.1,15,4.5,12,113.1,399.4,23.5,46.06970972456754,11.1177560056053,POINT (11.1177560056053 46.06970972456754),1
Celtis australis,46,3197.66,119.4,19.18,1.8,0.29,0.6,1.2,,,498.7,2.56,,4.05,4.8,12.5,3.8,11,95,343.7,20.3,46.04084142507264,11.1313929786117,POINT (11.1313929786117 46.04084142507264),1
Celtis australis,46,3197.66,119.4,19.18,1.8,0.29,0.8,1.51,,,629.9,3.24,,5.04,4.8,13,3.9,12,113.1,434.2,25.6,46.04107003275416,11.13140771830578,POINT (11.13140771830578 46.04107003275416),1
Celtis australis,45,3073.86,115,18.47,1.8,0.28,0.6,1.23,,,514.9,2.65,,4.16,4.7,12,3.6,12,113.1,355,20.9,46.04091843975525,11.13140421291774,POINT (11.13140421291774 46.04091843975525),1
Celtis australis,46,3197.66,119.4,19.18,1.8,0.29,0.8,1.51,,,629.9,3.24,,5.04,4.8,13,3.9,12,113.1,434.2,25.6,46.05889126068384,11.13783718959831,POINT (11.13783718959831 46.05889126068384),1
Celtis australis,18,759.73,23.9,3.85,0.9,0.15,0,0.08,,,32.6,0.17,,0.39,2.5,5,1.5,4,12.6,22.4,1.3,46.04174627715816,11.13877708904778,POINT (11.13877708904778 46.04174627715816),1
Celtis australis,16,667.22,19.6,3.14,0.8,0.14,0.1,0.12,,,50.8,0.26,,0.52,2.3,5,1.5,5,19.6,35,2.1,46.045838962441,11.1311076597513,POINT (11.1311076597513 46.045838962441),1
Celtis australis,14,585.59,15.6,2.5,0.8,0.12,0,0.07000000000000001,,,29.8,0.15,,0.35,2.1,5,1.5,4,12.6,20.5,1.2,46.04578685481882,11.13111702954484,POINT (11.13111702954484 46.04578685481882),1
Celtis australis,15,625.04,17.5,2.81,0.8,0.13,0,0.06,,,23.5,0.12,,0.31,2.2,5,1.5,4,12.6,16.2,1,46.04556688710203,11.1311360983511,POINT (11.1311360983511 46.04556688710203),1
Celtis australis,12,514.84,12,1.92,0.7,0.11,0,0.05,,,19.8,0.1,,0.26,1.8,3.5,1,4,12.6,13.7,0.8,46.06193591696305,11.13305851772649,POINT (11.13305851772649 46.06193591696305),1
Celtis australis,13,548.86,13.7,2.2,0.7,0.12,0,0.06,,,25.8,0.13,,0.31,2,4,1.2,4,12.6,17.8,1,46.04541149490021,11.13232985572491,POINT (11.13232985572491 46.04541149490021),1
Celtis australis,80,8849.73,308,49.49,1.2,0.19,0.1,0.23,,,94.90000000000001,0.49,,0.9,3.1,14,4.2,4,12.6,65.40000000000001,3.9,46.0790740196335,11.11495851096963,POINT (11.11495851096963 46.0790740196335),1
